case_id,first_name,last_name,date_of_birth,gender,race,height_cm,weight_kg,eye_color,hair_color,missing_city,missing_state,missing_date,missing_age,recovery_status,recovery_date,circumstance,reporter_type,last_seen_location
C04154,Diya,Mehta,2020-12-23,Male,Asian,131,23,Hazel,Red,Jaipur,Delhi,2021-11-30,4,Still Missing,,Wandered away from home,Parent,"Near school, Lucknow"
C04155,Aditya,Kumar,2018-07-08,Female,Mixed,126,23,Hazel,Blonde,Kolkata,Maharashtra,2021-03-30,7,Still Missing,,Missing after school,NGO,"Near bus stop, Delhi"
C04156,Ishaan,Patel,2015-04-12,Male,Caucasian,157,49,Hazel,Red,Mumbai,Delhi,2020-11-28,10,Still Missing,,Wandered away from home,Teacher,"Near market, Pune"
C04157,Aisha,Reddy,2018-06-20,Female,Mixed,153,29,Black,Brown,Pune,Telangana,2023-02-23,7,Found,2023-03-22,Missing after school,NGO,"Near market, Hyderabad"
C04158,Riya,Gupta,2013-06-10,Female,Hispanic,116,24,Hazel,Blonde,Lucknow,Uttar Pradesh,2024-01-16,12,Found,2024-05-09,Last seen near park,NGO,"Near school, Jaipur"
C04159,Aarav,Nair,2017-02-06,Female,Mixed,124,22,Black,Blonde,Bangalore,Maharashtra,2024-10-03,8,Found,2024-10-07,Wandered away from home,Parent,"Near temple, Hyderabad"
C04160,Riya,Nair,2013-12-21,Female,African,144,21,Black,Blonde,Kolkata,Delhi,2023-11-21,11,Found,2023-12-04,Lost during travel,Relative,"Near bus stop, Hyderabad"
C04161,Diya,Kumar,2022-10-01,Male,Asian,104,20,Blue,Black,Jaipur,Gujarat,2021-06-01,3,Found,2021-09-03,Abducted by unknown person,NGO,"Near school, Chennai"
C04162,Ananya,Joshi,2020-11-29,Male,Hispanic,131,36,Green,Brown,Ahmedabad,Gujarat,2021-04-03,4,Still Missing,,Missing after school,NGO,"Near school, Delhi"
C04163,Kabir,Das,2018-04-25,Male,Hispanic,98,27,Black,Black,Bangalore,Tamil Nadu,2022-02-18,7,Found,2022-05-06,Lost during travel,Relative,"Near school, Jaipur"
C04164,Aarav,Nair,2019-10-07,Female,Mixed,112,33,Blue,Red,Lucknow,Gujarat,2025-01-11,6,Found,2025-07-06,Last seen near park,Relative,"Near bus stop, Jaipur"
C04165,Aarav,Singh,2019-04-10,Male,African,98,19,Green,Grey,Kolkata,Maharashtra,2024-03-01,6,Found,2024-07-29,Separated in a crowd,NGO,"Near temple, Hyderabad"
C04166,Aarav,Joshi,2021-12-02,Female,African,149,47,Hazel,Blonde,Mumbai,Karnataka,2022-06-07,3,Still Missing,,Separated in a crowd,Police,"Near temple, Jaipur"
C04167,Aditya,Patel,2013-05-13,Female,Caucasian,141,40,Hazel,Black,Lucknow,Uttar Pradesh,2025-06-13,12,Found,2025-11-29,Last seen near park,Teacher,"Near temple, Pune"
C04168,Arjun,Kumar,2021-05-29,Male,African,120,15,Green,Brown,Hyderabad,Maharashtra,2021-07-10,4,Still Missing,,Abducted by unknown person,Relative,"Near school, Ahmedabad"
C04169,Vivaan,Nair,2015-11-13,Male,Asian,119,17,Green,Red,Mumbai,Tamil Nadu,2021-01-04,9,Still Missing,,Abducted by unknown person,Teacher,"Near bus stop, Jaipur"
C04170,Diya,Joshi,2018-07-04,Female,Mixed,95,37,Black,Blonde,Mumbai,Telangana,2021-12-02,7,Found,2022-02-20,Missing after school,NGO,"Near temple, Lucknow"
C04171,Aarav,Joshi,2021-08-18,Female,Mixed,111,19,Blue,Red,Kolkata,Karnataka,2022-01-26,4,Found,2022-04-19,Wandered away from home,Teacher,"Near school, Jaipur"
C04172,Ishaan,Sharma,2013-06-12,Female,Mixed,153,24,Hazel,Black,Pune,Delhi,2022-09-06,12,Found,2023-01-03,Abducted by unknown person,Teacher,"Near mall, Delhi"
C04173,Riya,Patel,2022-06-28,Male,African,146,19,Blue,Brown,Kolkata,Maharashtra,2024-11-22,3,Found,2025-02-02,Separated in a crowd,Parent,"Near bus stop, Mumbai"
C04174,Diya,Sharma,2016-07-22,Male,Mixed,159,41,Hazel,Blonde,Mumbai,Maharashtra,2025-03-22,9,Still Missing,,Last seen near park,Parent,"Near market, Lucknow"
C04175,Arjun,Nair,2021-08-19,Female,Asian,150,23,Green,Blonde,Kolkata,Tamil Nadu,2023-10-19,4,Still Missing,,Wandered away from home,NGO,"Near market, Delhi"
C04176,Ananya,Joshi,2015-01-31,Male,Caucasian,143,42,Hazel,Blonde,Kolkata,Gujarat,2023-06-20,10,Still Missing,,Wandered away from home,NGO,"Near bus stop, Hyderabad"
C04177,Ishaan,Kumar,2014-02-19,Male,Hispanic,122,50,Brown,Red,Delhi,Rajasthan,2023-08-13,11,Still Missing,,Missing after school,Police,"Near bus stop, Hyderabad"
C04178,Aditya,Patel,2018-08-30,Female,African,119,18,Green,Blonde,Chennai,Tamil Nadu,2025-09-30,7,Still Missing,,Wandered away from home,Relative,"Near market, Chennai"
C04179,Ananya,Patel,2017-03-07,Female,Caucasian,99,39,Green,Grey,Kolkata,West Bengal,2022-07-09,8,Still Missing,,Last seen near park,Teacher,"Near mall, Delhi"
C04180,Ishaan,Sharma,2021-07-25,Male,Asian,153,46,Blue,Grey,Chennai,Karnataka,2021-12-04,4,Still Missing,,Abducted by unknown person,Police,"Near bus stop, Lucknow"
C04181,Arjun,Kumar,2013-09-29,Female,Hispanic,107,32,Blue,Brown,Pune,Delhi,2024-02-27,12,Still Missing,,Abducted by unknown person,NGO,"Near temple, Jaipur"
C04182,Aarav,Gupta,2019-05-17,Male,Hispanic,134,50,Blue,Blonde,Bangalore,Telangana,2025-01-29,6,Still Missing,,Wandered away from home,Relative,"Near school, Hyderabad"
C04183,Ananya,Mehta,2016-02-12,Male,Asian,121,25,Brown,Blonde,Ahmedabad,Maharashtra,2022-12-23,9,Still Missing,,Last seen near park,Parent,"Near temple, Pune"
C04184,Kabir,Kumar,2018-06-25,Female,Mixed,103,34,Brown,Red,Delhi,West Bengal,2023-12-15,7,Still Missing,,Last seen near park,Relative,"Near school, Kolkata"
C04185,Diya,Gupta,2019-01-03,Male,African,100,16,Blue,Brown,Delhi,Rajasthan,2025-03-29,6,Found,2025-08-31,Abducted by unknown person,Parent,"Near bus stop, Jaipur"
C04186,Kabir,Singh,2022-06-11,Female,Hispanic,121,27,Hazel,Grey,Chennai,Gujarat,2021-09-30,3,Found,2021-11-08,Separated in a crowd,Relative,"Near school, Delhi"
C04187,Riya,Sharma,2019-04-10,Male,Hispanic,90,48,Hazel,Grey,Hyderabad,Maharashtra,2023-12-20,6,Found,2024-01-26,Wandered away from home,Parent,"Near school, Mumbai"
C04188,Ishaan,Singh,2019-11-23,Female,Asian,129,31,Green,Red,Hyderabad,Delhi,2023-09-18,5,Still Missing,,Separated in a crowd,Relative,"Near temple, Jaipur"
C04189,Vivaan,Reddy,2020-04-26,Male,Hispanic,146,33,Green,Black,Chennai,Gujarat,2024-10-06,5,Found,2025-03-03,Separated in a crowd,NGO,"Near bus stop, Pune"
C04190,Riya,Das,2020-06-11,Female,Asian,153,25,Brown,Grey,Jaipur,Tamil Nadu,2022-05-27,5,Still Missing,,Wandered away from home,Parent,"Near temple, Lucknow"
C04191,Diya,Mehta,2013-10-30,Female,Mixed,96,27,Green,Red,Mumbai,Gujarat,2023-05-23,11,Found,2023-10-29,Wandered away from home,Relative,"Near market, Kolkata"
C04192,Riya,Mehta,2019-11-08,Male,Caucasian,158,42,Blue,Grey,Pune,Uttar Pradesh,2023-02-10,5,Still Missing,,Wandered away from home,Police,"Near temple, Delhi"
C04193,Aisha,Gupta,2014-07-04,Male,Caucasian,156,40,Hazel,Brown,Pune,Karnataka,2022-12-30,11,Found,2023-04-15,Wandered away from home,Teacher,"Near market, Hyderabad"
C04194,Arjun,Reddy,2021-12-02,Female,Hispanic,125,17,Brown,Brown,Kolkata,Delhi,2024-06-28,3,Still Missing,,Abducted by unknown person,Relative,"Near market, Kolkata"
C04195,Kabir,Singh,2014-03-30,Female,Hispanic,117,25,Brown,Grey,Ahmedabad,Uttar Pradesh,2021-08-24,11,Found,2022-01-13,Abducted by unknown person,Police,"Near temple, Mumbai"
C04196,Vivaan,Mehta,2021-12-04,Female,Hispanic,120,23,Hazel,Brown,Pune,West Bengal,2021-03-09,3,Found,2021-08-26,Separated in a crowd,NGO,"Near school, Chennai"
C04197,Aditya,Das,2022-10-08,Male,Mixed,98,19,Brown,Black,Delhi,Rajasthan,2024-12-11,3,Still Missing,,Separated in a crowd,Relative,"Near school, Mumbai"
C04198,Aarav,Reddy,2015-06-23,Female,African,149,45,Blue,Blonde,Lucknow,Gujarat,2021-10-13,10,Found,2022-03-28,Separated in a crowd,Police,"Near market, Bangalore"
C04199,Aarav,Sharma,2013-03-31,Female,Caucasian,140,36,Blue,Red,Ahmedabad,Gujarat,2024-03-20,12,Found,2024-09-02,Abducted by unknown person,Relative,"Near mall, Mumbai"
C04200,Aarav,Singh,2016-11-18,Female,Mixed,105,29,Black,Blonde,Jaipur,Karnataka,2025-07-16,8,Found,2025-09-23,Missing after school,Police,"Near temple, Lucknow"
C04201,Vivaan,Das,2018-02-26,Female,African,105,16,Hazel,Grey,Jaipur,Tamil Nadu,2023-01-04,7,Found,2023-03-09,Wandered away from home,NGO,"Near temple, Jaipur"
C04202,Arjun,Mehta,2019-09-10,Male,Mixed,141,47,Hazel,Red,Chennai,Delhi,2022-12-01,6,Found,2022-12-12,Lost during travel,Teacher,"Near school, Delhi"
C04203,Riya,Patel,2014-10-15,Female,Asian,96,44,Green,Red,Jaipur,Delhi,2024-06-16,10,Found,2024-08-11,Abducted by unknown person,NGO,"Near school, Delhi"
C04204,Aarav,Joshi,2018-04-03,Male,Hispanic,124,48,Blue,Brown,Mumbai,Gujarat,2024-10-16,7,Still Missing,,Separated in a crowd,Relative,"Near temple, Kolkata"
C04205,Ishaan,Reddy,2022-01-09,Male,Mixed,127,49,Blue,Black,Delhi,Karnataka,2023-01-20,3,Still Missing,,Missing after school,Parent,"Near market, Pune"
C04206,Vivaan,Nair,2014-02-13,Female,Caucasian,151,30,Black,Red,Hyderabad,Delhi,2025-02-17,11,Found,2025-08-15,Lost during travel,Parent,"Near mall, Hyderabad"
C04207,Ananya,Sharma,2020-11-01,Male,Caucasian,112,15,Blue,Grey,Mumbai,Tamil Nadu,2022-11-16,4,Found,2023-03-13,Abducted by unknown person,Relative,"Near market, Jaipur"
C04208,Arjun,Kumar,2020-02-21,Female,Mixed,96,41,Black,Red,Jaipur,Telangana,2021-09-11,5,Found,2021-11-19,Separated in a crowd,Relative,"Near school, Chennai"
C04209,Vivaan,Patel,2017-01-20,Male,Caucasian,93,20,Brown,Black,Kolkata,Karnataka,2024-04-21,8,Found,2024-07-09,Missing after school,Relative,"Near temple, Lucknow"
C04210,Ananya,Mehta,2013-05-03,Female,African,98,25,Blue,Grey,Kolkata,Rajasthan,2024-10-07,12,Found,2024-12-19,Lost during travel,Teacher,"Near bus stop, Chennai"
C04211,Riya,Patel,2020-08-12,Male,African,160,17,Hazel,Red,Jaipur,West Bengal,2024-06-18,5,Still Missing,,Wandered away from home,Relative,"Near school, Jaipur"
C04212,Riya,Patel,2015-11-25,Male,African,151,31,Blue,Grey,Ahmedabad,Telangana,2023-07-01,9,Still Missing,,Lost during travel,Police,"Near market, Delhi"
C04213,Ananya,Patel,2015-05-26,Female,Asian,138,35,Black,Red,Hyderabad,Karnataka,2021-03-21,10,Still Missing,,Wandered away from home,NGO,"Near mall, Mumbai"
C04214,Ananya,Patel,2020-07-21,Female,Asian,121,40,Blue,Black,Pune,West Bengal,2021-11-03,5,Still Missing,,Wandered away from home,Teacher,"Near mall, Chennai"
C04215,Aisha,Joshi,2016-06-16,Male,Mixed,104,25,Blue,Red,Pune,West Bengal,2024-02-03,9,Still Missing,,Wandered away from home,Teacher,"Near bus stop, Hyderabad"
C04216,Riya,Gupta,2021-12-14,Male,Mixed,111,46,Green,Black,Ahmedabad,Gujarat,2025-10-05,3,Still Missing,,Separated in a crowd,Teacher,"Near temple, Ahmedabad"
C04217,Aarav,Joshi,2015-04-11,Male,Hispanic,104,22,Brown,Grey,Ahmedabad,West Bengal,2022-05-28,10,Found,2022-08-31,Abducted by unknown person,Police,"Near bus stop, Hyderabad"
C04218,Aisha,Kumar,2013-06-09,Female,Hispanic,157,17,Hazel,Blonde,Chennai,West Bengal,2022-02-05,12,Still Missing,,Abducted by unknown person,Relative,"Near mall, Ahmedabad"
C04219,Riya,Das,2019-01-11,Male,African,128,18,Hazel,Brown,Kolkata,West Bengal,2023-12-28,6,Still Missing,,Separated in a crowd,Relative,"Near school, Lucknow"
C04220,Diya,Gupta,2016-12-31,Female,Mixed,104,18,Blue,Red,Mumbai,Karnataka,2022-09-01,8,Still Missing,,Missing after school,Relative,"Near bus stop, Ahmedabad"
C04221,Diya,Singh,2016-12-16,Female,African,116,26,Blue,Grey,Bangalore,Tamil Nadu,2020-12-17,8,Still Missing,,Lost during travel,Police,"Near temple, Hyderabad"
C04222,Aditya,Patel,2016-01-27,Female,Hispanic,105,50,Brown,Blonde,Hyderabad,Tamil Nadu,2025-08-10,9,Still Missing,,Abducted by unknown person,Relative,"Near market, Jaipur"
C04223,Ishaan,Joshi,2012-12-01,Male,African,144,48,Green,Brown,Mumbai,West Bengal,2021-12-15,12,Still Missing,,Separated in a crowd,Relative,"Near school, Hyderabad"
C04224,Diya,Das,2016-07-29,Male,Asian,136,35,Black,Brown,Mumbai,Maharashtra,2023-08-18,9,Still Missing,,Missing after school,Parent,"Near market, Pune"
C04225,Ishaan,Nair,2020-10-25,Male,Caucasian,132,42,Blue,Red,Delhi,Uttar Pradesh,2024-06-24,4,Still Missing,,Wandered away from home,Parent,"Near mall, Pune"
C04226,Aarav,Gupta,2021-09-27,Male,Mixed,144,25,Brown,Grey,Kolkata,Maharashtra,2023-11-14,4,Found,2024-05-09,Separated in a crowd,Relative,"Near market, Ahmedabad"
C04227,Ananya,Kumar,2014-11-23,Female,Mixed,141,23,Brown,Grey,Hyderabad,Tamil Nadu,2023-08-08,10,Found,2024-01-25,Separated in a crowd,NGO,"Near mall, Jaipur"
C04228,Aisha,Reddy,2018-03-18,Male,Mixed,122,47,Hazel,Blonde,Bangalore,Rajasthan,2024-02-13,7,Still Missing,,Abducted by unknown person,Teacher,"Near mall, Jaipur"
C04229,Kabir,Kumar,2015-04-12,Female,Caucasian,149,34,Green,Grey,Ahmedabad,Karnataka,2024-02-25,10,Still Missing,,Wandered away from home,NGO,"Near temple, Chennai"
C04230,Aisha,Nair,2015-08-15,Female,African,131,20,Black,Red,Pune,Maharashtra,2023-10-21,10,Still Missing,,Separated in a crowd,NGO,"Near mall, Delhi"
C04231,Aditya,Nair,2018-05-04,Male,Hispanic,99,45,Brown,Red,Bangalore,Telangana,2025-02-13,7,Found,2025-05-09,Abducted by unknown person,Relative,"Near bus stop, Lucknow"
C04232,Diya,Kumar,2022-06-06,Female,Mixed,90,40,Green,Red,Jaipur,Uttar Pradesh,2021-11-05,3,Found,2022-02-18,Abducted by unknown person,Teacher,"Near mall, Ahmedabad"
C04233,Aditya,Joshi,2014-07-21,Male,Caucasian,155,27,Brown,Blonde,Ahmedabad,Uttar Pradesh,2023-10-17,11,Still Missing,,Wandered away from home,Teacher,"Near bus stop, Bangalore"
C04234,Ishaan,Nair,2017-05-10,Female,Caucasian,124,20,Green,Grey,Jaipur,Uttar Pradesh,2024-05-11,8,Found,2024-06-29,Abducted by unknown person,Teacher,"Near market, Jaipur"
C04235,Riya,Gupta,2014-12-26,Female,African,126,19,Hazel,Grey,Bangalore,Karnataka,2021-03-06,10,Found,2021-03-13,Lost during travel,Relative,"Near mall, Bangalore"
C04236,Diya,Mehta,2019-05-31,Male,Asian,152,25,Black,Blonde,Bangalore,Karnataka,2022-05-21,6,Still Missing,,Missing after school,Police,"Near mall, Chennai"
C04237,Aarav,Nair,2013-09-20,Male,Caucasian,139,25,Blue,Red,Chennai,Delhi,2021-11-27,12,Found,2022-01-23,Abducted by unknown person,Parent,"Near temple, Mumbai"
C04238,Kabir,Mehta,2022-03-20,Male,Mixed,139,24,Black,Grey,Ahmedabad,West Bengal,2023-03-24,3,Found,2023-04-26,Missing after school,Teacher,"Near market, Chennai"
C04239,Diya,Kumar,2016-03-16,Male,African,113,28,Hazel,Red,Ahmedabad,Tamil Nadu,2025-06-18,9,Found,2025-11-11,Wandered away from home,Parent,"Near bus stop, Lucknow"
C04240,Aarav,Singh,2014-04-15,Male,Mixed,116,42,Green,Grey,Delhi,Uttar Pradesh,2021-04-05,11,Found,2021-07-02,Abducted by unknown person,Police,"Near temple, Delhi"
C04241,Ishaan,Kumar,2019-09-13,Male,African,124,43,Black,Grey,Chennai,Karnataka,2024-09-05,6,Still Missing,,Last seen near park,Relative,"Near mall, Ahmedabad"
C04242,Aisha,Gupta,2013-01-15,Male,Hispanic,97,39,Blue,Red,Pune,Delhi,2022-06-02,12,Still Missing,,Last seen near park,Parent,"Near market, Delhi"
C04243,Kabir,Nair,2013-05-11,Female,Hispanic,91,43,Green,Red,Hyderabad,Maharashtra,2021-11-26,12,Found,2022-05-06,Lost during travel,Relative,"Near bus stop, Chennai"
C04244,Aarav,Mehta,2015-12-04,Male,Hispanic,142,45,Green,Grey,Jaipur,Karnataka,2020-11-17,9,Still Missing,,Lost during travel,Police,"Near bus stop, Bangalore"
C04245,Vivaan,Patel,2015-01-15,Male,Hispanic,156,21,Green,Black,Hyderabad,Tamil Nadu,2023-03-01,10,Still Missing,,Lost during travel,Relative,"Near market, Chennai"
C04246,Aisha,Joshi,2017-10-31,Male,Asian,139,17,Blue,Blonde,Mumbai,Karnataka,2024-10-01,7,Found,2025-01-24,Lost during travel,Parent,"Near mall, Ahmedabad"
C04247,Arjun,Nair,2016-01-17,Male,Hispanic,97,43,Black,Brown,Delhi,West Bengal,2022-02-08,9,Found,2022-06-19,Wandered away from home,Relative,"Near temple, Delhi"
C04248,Aditya,Nair,2022-07-02,Female,Hispanic,96,15,Hazel,Blonde,Hyderabad,Uttar Pradesh,2021-02-09,3,Still Missing,,Lost during travel,Relative,"Near temple, Delhi"
C04249,Riya,Kumar,2020-10-29,Female,Asian,112,27,Black,Blonde,Pune,Delhi,2025-09-22,4,Still Missing,,Abducted by unknown person,Relative,"Near mall, Mumbai"
C04250,Aarav,Mehta,2022-09-18,Male,Mixed,117,28,Brown,Grey,Mumbai,Gujarat,2023-01-18,3,Found,2023-06-07,Abducted by unknown person,Parent,"Near mall, Chennai"
C04251,Kabir,Sharma,2016-09-19,Male,Caucasian,160,17,Brown,Black,Delhi,Telangana,2022-04-21,9,Found,2022-05-13,Lost during travel,NGO,"Near market, Pune"
C04252,Riya,Das,2015-01-23,Female,African,101,30,Black,Brown,Mumbai,Uttar Pradesh,2022-01-02,10,Found,2022-05-09,Lost during travel,Parent,"Near temple, Bangalore"
C04253,Ananya,Joshi,2022-03-21,Male,Caucasian,159,35,Hazel,Blonde,Ahmedabad,Tamil Nadu,2024-09-11,3,Still Missing,,Separated in a crowd,Relative,"Near temple, Kolkata"
C04254,Diya,Patel,2022-03-23,Female,Asian,143,36,Hazel,Brown,Mumbai,Maharashtra,2022-10-03,3,Still Missing,,Lost during travel,NGO,"Near bus stop, Mumbai"
C04255,Kabir,Singh,2016-03-21,Female,Caucasian,144,36,Blue,Brown,Hyderabad,Telangana,2023-11-23,9,Still Missing,,Separated in a crowd,Relative,"Near mall, Lucknow"
C04256,Diya,Das,2012-10-11,Female,African,109,45,Black,Blonde,Kolkata,Gujarat,2022-02-13,12,Found,2022-06-16,Separated in a crowd,Police,"Near bus stop, Delhi"
C04257,Aisha,Sharma,2013-10-09,Male,Hispanic,97,26,Blue,Grey,Hyderabad,West Bengal,2024-04-26,12,Found,2024-10-23,Wandered away from home,Teacher,"Near school, Delhi"
C04258,Kabir,Sharma,2013-12-11,Female,Asian,90,37,Black,Black,Pune,Rajasthan,2024-09-27,11,Still Missing,,Separated in a crowd,Relative,"Near temple, Lucknow"
C04259,Ananya,Nair,2013-12-20,Male,Asian,101,43,Green,Grey,Lucknow,Gujarat,2021-03-12,11,Found,2021-07-13,Missing after school,Parent,"Near temple, Jaipur"
C04260,Aarav,Mehta,2019-12-23,Female,Caucasian,151,45,Blue,Black,Chennai,Tamil Nadu,2025-02-02,5,Still Missing,,Last seen near park,Police,"Near school, Lucknow"
C04261,Kabir,Singh,2020-02-05,Male,Hispanic,139,21,Brown,Grey,Delhi,Uttar Pradesh,2023-05-16,5,Found,2023-07-09,Lost during travel,Police,"Near bus stop, Pune"
C04262,Diya,Kumar,2018-04-29,Male,Mixed,146,37,Blue,Grey,Bangalore,Tamil Nadu,2021-10-25,7,Still Missing,,Last seen near park,NGO,"Near market, Delhi"
C04263,Kabir,Das,2017-09-07,Male,Hispanic,115,46,Brown,Grey,Bangalore,Karnataka,2022-03-27,8,Found,2022-07-17,Missing after school,Parent,"Near market, Jaipur"
C04264,Aarav,Kumar,2013-05-07,Female,African,100,17,Black,Brown,Hyderabad,Maharashtra,2022-12-31,12,Still Missing,,Abducted by unknown person,Relative,"Near temple, Bangalore"
C04265,Riya,Sharma,2018-10-05,Male,African,150,41,Hazel,Black,Kolkata,Telangana,2024-04-23,7,Found,2024-07-15,Last seen near park,NGO,"Near bus stop, Hyderabad"
C04266,Kabir,Sharma,2020-07-15,Female,African,154,30,Green,Brown,Chennai,West Bengal,2025-05-02,5,Found,2025-08-25,Abducted by unknown person,Teacher,"Near mall, Hyderabad"
C04267,Diya,Sharma,2017-02-08,Male,Caucasian,152,31,Green,Blonde,Chennai,Karnataka,2025-05-11,8,Still Missing,,Separated in a crowd,Teacher,"Near mall, Jaipur"
C04268,Aarav,Nair,2017-07-26,Male,Asian,96,45,Green,Black,Ahmedabad,Gujarat,2024-11-21,8,Still Missing,,Lost during travel,Parent,"Near mall, Ahmedabad"
C04269,Riya,Das,2018-05-16,Female,Mixed,128,47,Blue,Grey,Kolkata,West Bengal,2025-07-18,7,Still Missing,,Missing after school,Police,"Near school, Lucknow"
C04270,Diya,Patel,2015-01-03,Female,Mixed,101,29,Hazel,Blonde,Mumbai,Maharashtra,2023-07-01,10,Still Missing,,Missing after school,Police,"Near school, Kolkata"
C04271,Aisha,Nair,2014-04-12,Female,Hispanic,146,34,Hazel,Blonde,Kolkata,Delhi,2023-02-24,11,Still Missing,,Missing after school,Parent,"Near market, Mumbai"
C04272,Kabir,Das,2013-09-01,Female,Hispanic,144,21,Blue,Blonde,Jaipur,Delhi,2024-08-26,12,Still Missing,,Abducted by unknown person,Teacher,"Near mall, Lucknow"
C04273,Aisha,Das,2013-02-12,Male,Asian,144,34,Brown,Brown,Hyderabad,Uttar Pradesh,2023-09-13,12,Still Missing,,Wandered away from home,Parent,"Near mall, Bangalore"
C04274,Arjun,Mehta,2019-12-13,Male,African,111,46,Blue,Blonde,Jaipur,West Bengal,2022-08-14,5,Still Missing,,Wandered away from home,Teacher,"Near bus stop, Chennai"
C04275,Aarav,Das,2016-05-30,Male,Caucasian,122,45,Hazel,Black,Kolkata,Delhi,2024-05-12,9,Found,2024-08-03,Abducted by unknown person,NGO,"Near market, Delhi"
C04276,Aisha,Singh,2013-07-13,Female,Asian,154,30,Green,Brown,Chennai,Gujarat,2023-12-13,12,Still Missing,,Last seen near park,NGO,"Near school, Bangalore"
C04277,Vivaan,Singh,2017-02-05,Male,Caucasian,95,46,Black,Brown,Delhi,Telangana,2024-04-20,8,Found,2024-06-10,Separated in a crowd,Police,"Near mall, Jaipur"
C04278,Ananya,Das,2015-08-08,Male,Mixed,129,22,Black,Brown,Jaipur,Gujarat,2020-12-09,10,Found,2021-04-13,Wandered away from home,Police,"Near market, Chennai"
C04279,Aditya,Singh,2016-07-05,Male,African,134,44,Hazel,Blonde,Chennai,Rajasthan,2022-01-09,9,Found,2022-05-14,Wandered away from home,Teacher,"Near temple, Ahmedabad"
C04280,Kabir,Singh,2013-06-30,Male,Mixed,133,23,Green,Red,Jaipur,Uttar Pradesh,2024-12-31,12,Found,2025-05-12,Wandered away from home,Relative,"Near school, Hyderabad"
C04281,Vivaan,Das,2014-08-28,Male,African,106,18,Hazel,Black,Jaipur,West Bengal,2021-10-18,11,Still Missing,,Wandered away from home,Relative,"Near bus stop, Bangalore"
C04282,Vivaan,Nair,2020-11-21,Male,Hispanic,106,43,Blue,Brown,Lucknow,Uttar Pradesh,2021-11-07,4,Found,2022-04-11,Lost during travel,Police,"Near temple, Ahmedabad"
C04283,Aarav,Patel,2016-11-29,Female,Asian,134,31,Green,Brown,Mumbai,Telangana,2021-06-02,8,Found,2021-07-26,Last seen near park,Police,"Near bus stop, Delhi"
C04284,Arjun,Das,2017-07-08,Female,Hispanic,160,39,Brown,Black,Hyderabad,Rajasthan,2023-08-01,8,Still Missing,,Lost during travel,Parent,"Near bus stop, Mumbai"
C04285,Vivaan,Gupta,2021-05-25,Female,Hispanic,135,35,Blue,Grey,Chennai,Gujarat,2023-03-02,4,Found,2023-07-09,Lost during travel,Relative,"Near mall, Bangalore"
C04286,Vivaan,Mehta,2014-01-18,Female,Asian,139,39,Green,Brown,Jaipur,Uttar Pradesh,2024-08-14,11,Still Missing,,Missing after school,Relative,"Near temple, Bangalore"
C04287,Arjun,Reddy,2015-11-10,Male,African,117,42,Green,Brown,Bangalore,Uttar Pradesh,2022-06-01,9,Still Missing,,Missing after school,Parent,"Near bus stop, Hyderabad"
C04288,Kabir,Mehta,2013-10-18,Male,Asian,158,29,Brown,Grey,Kolkata,Karnataka,2025-07-14,11,Found,2025-12-30,Last seen near park,Relative,"Near bus stop, Chennai"
C04289,Aditya,Singh,2021-06-05,Male,Hispanic,113,26,Hazel,Brown,Ahmedabad,Karnataka,2021-04-18,4,Still Missing,,Last seen near park,NGO,"Near market, Bangalore"
C04290,Riya,Mehta,2015-06-02,Female,Mixed,93,26,Blue,Brown,Ahmedabad,Gujarat,2024-03-10,10,Still Missing,,Last seen near park,Relative,"Near market, Chennai"
C04291,Aisha,Joshi,2022-10-08,Female,Hispanic,92,39,Black,Black,Ahmedabad,Rajasthan,2024-04-16,3,Still Missing,,Last seen near park,Relative,"Near market, Ahmedabad"
C04292,Aisha,Kumar,2015-05-14,Female,Hispanic,100,37,Hazel,Black,Mumbai,Uttar Pradesh,2024-03-23,10,Found,2024-06-22,Lost during travel,Relative,"Near mall, Kolkata"
C04293,Ishaan,Joshi,2016-08-21,Female,Hispanic,136,39,Blue,Blonde,Chennai,Rajasthan,2023-05-30,9,Still Missing,,Lost during travel,Police,"Near bus stop, Ahmedabad"
C04294,Riya,Sharma,2020-02-20,Male,African,155,36,Black,Red,Pune,Gujarat,2021-06-01,5,Found,2021-06-26,Abducted by unknown person,Relative,"Near school, Jaipur"
C04295,Kabir,Patel,2014-03-25,Female,African,141,32,Brown,Grey,Mumbai,Tamil Nadu,2021-02-25,11,Still Missing,,Separated in a crowd,Parent,"Near market, Kolkata"
C04296,Arjun,Singh,2015-11-12,Male,Hispanic,93,42,Hazel,Brown,Lucknow,Telangana,2024-07-16,9,Still Missing,,Separated in a crowd,Relative,"Near temple, Chennai"
C04297,Arjun,Sharma,2014-12-14,Male,Caucasian,105,31,Black,Red,Mumbai,Delhi,2024-04-25,10,Still Missing,,Separated in a crowd,Parent,"Near mall, Mumbai"
C04298,Riya,Singh,2018-02-19,Female,Caucasian,149,18,Black,Grey,Ahmedabad,Rajasthan,2022-11-07,7,Still Missing,,Last seen near park,Parent,"Near mall, Jaipur"
C04299,Arjun,Sharma,2016-03-31,Female,Mixed,138,44,Brown,Red,Chennai,West Bengal,2021-10-06,9,Found,2021-12-10,Wandered away from home,Police,"Near bus stop, Lucknow"
